,frame_name,count,ex1,ex2,ex3,ex4,ex5,Anders,Meriem,Terne,Steffen,Paul
83,Placing,232,"RMRS is a ‘flat’ representation , consisting of a bag of elementary predications -LRB- EP -RRB- , a set of argument relations , and a set of constraints on the possible linkages of the EPs when the RMRS is resolved to scoped form . | Text : bag | Annotation Set : [{'name': 'Theme', 'spans': [{'start': 10, 'end': 13, 'text': 'of elementary predications'}]}]","Thus we can derive a graph between EPs , such that each link is labelled with an argument position and points to a unique EP . | Text : position | Annotation Set : [{'name': 'Theme', 'spans': [{'start': 17, 'end': 18, 'text': 'argument'}]}]","For example , to handle written English nouns , we could create a cascade of FSTs covering the rules that insert an e in words like bushes and parties and relate lexical y to surface i in words like buggies and parties and an FST that represents the possible sequences of morphemes in English nouns , including all of the noun stems in the English lexicon . | Text : insert | Annotation Set : [{'name': 'Goal', 'spans': [{'start': 23, 'end': 29, 'text': 'in words like bushes and parties'}]}, {'name': 'Agent', 'spans': [{'start': 17, 'end': 19, 'text': 'the rules'}]}, {'name': 'Theme', 'spans': [{'start': 21, 'end': 23, 'text': 'an e'}]}]","This presents problems in the case of non-concatenative morphology : discontinuous morphemes -LRB- circumfix-ation -RRB- ; infixation , which breaks up a morpheme by inserting another within it ; reduplication , by which part or all of some morpheme is copied ; and the template morphology -LRB- also called stempattern morphology , intercalation , and interdigitation -RRB- that characterizes Semitic languages , and which is the focus of much of this paper . | Text : inserting | Annotation Set : [{'name': 'Goal', 'spans': [{'start': 26, 'end': 28, 'text': 'within it'}]}, {'name': 'Theme', 'spans': [{'start': 21, 'end': 23, 'text': 'a morpheme'}]}]","The stem of a Semitic verb consists of a root , essentially a sequence of consonants , and a pattern , a sort of template which inserts other segments between the root consonants and possibly copies certain of them -LRB- see Tigrinya examples in the next section -RRB- . | Text : inserts | Annotation Set : [{'name': 'Agent', 'spans': [{'start': 25, 'end': 26, 'text': 'which'}]}, {'name': 'Theme', 'spans': [{'start': 27, 'end': 29, 'text': 'other segments'}]}]",0,0,0,0,0
84,Linguistic_meaning,232,We write wi →* wj to denote that there exists a -LRB- possi-bly empty -RRB- path from wi to wj . | Text : denote | Annotation Set : [],"The projection of a node wi , denoted bwic , is the set of reflexivetransitive dependents of wi , that is : bwic = -LCB- wj ∈ V |wj →* wi -RCB- . | Text : denoted | Annotation Set : []","Note that this set is the same as in WG1 , as these are the items that we denoted -LSB- 1 , n , h , o , o -RSB- in the previous parser . | Text : denoted | Annotation Set : []","Two main classes of errors common in such tasks : firstly , cases where the two sentences share many common words but actually convey different meaning , and secondly , cases where the two sentences are -LRB- exactly -RRB- parallel except at sentence ends where one sentence has more information than the other . | Text : meaning | Annotation Set : []","This means that 643 positions do not need to be corrected , setting a baseline of 70.1 % -LRB- 643/917 -RRB- for error correction.2 Following Dickinson -LRB- 2006 -RRB- , we train our models on the entire corpus , explicitly including NIL relations -LRB- see section 3.2 -RRB- ; we train on the original annotation , but not the corrections . | Text : means | Annotation Set : [{'name': 'Form', 'spans': [{'start': 0, 'end': 1, 'text': 'This'}]}]",0,0,0,0,0
85,Becoming_aware,229,"< newSection > Abstract We present a classifier to predict contextual polarity of subjective phrases in a sentence . | Text : Abstract | Annotation Set : [{'name': 'Cognizer', 'spans': [{'start': 0, 'end': 2, 'text': '< newSection'}]}, {'name': 'Phenomenon', 'spans': [{'start': 4, 'end': 18, 'text': 'We present a classifier to predict contextual polarity of subjective phrases in a sentence'}]}]","The dictionary has previously been used for detecting deceptive speech -LRB- Hirschberg et al. , 2005 -RRB- and recognizing emotion in speech -LRB- Athanaselis et al. , 2006 -RRB- . | Text : recognizing | Annotation Set : [{'name': 'Phenomenon', 'spans': [{'start': 19, 'end': 20, 'text': 'emotion'}]}]","This list is sequentially traversed until a match is found in DAL or the list ends , in which case no scores are assigned . | Text : found | Annotation Set : [{'name': 'Phenomenon', 'spans': [{'start': 6, 'end': 8, 'text': 'a match'}]}]","When a negation -LRB- e.g. , not , no , never , can not , did n't -RRB- is encountered , the state changes to the INVERT state . | Text : encountered | Annotation Set : [{'name': 'Phenomenon', 'spans': [{'start': 21, 'end': 28, 'text': 'the state changes to the INVERT state'}]}]","While in the INVERT state , if ‘but’ is encountered , it switches back to the RETAIN state . | Text : encountered | Annotation Set : [{'name': 'Phenomenon', 'spans': [{'start': 7, 'end': 8, 'text': '‘but’'}]}]",0,0,0,0,0
86,Source_of_getting,228,"Unfortunately , exist ing query expansion techniques which utilize such knowledge sources as WordNet or Wikipedia are not useful for symbol expansion . | Text : sources | Annotation Set : [{'name': 'Source', 'spans': [{'start': 11, 'end': 12, 'text': 'sources'}]}, {'name': 'Theme', 'spans': [{'start': 10, 'end': 11, 'text': 'knowledge'}]}]","These 101 sentences are 10-20 words long and all of them are chosen from Xinhua sources 4 . | Text : sources | Annotation Set : [{'name': 'Source', 'spans': [{'start': 15, 'end': 17, 'text': 'sources 4'}]}]","COREF treats interpretation broadly as a problem of abductive intention recognition -LRB- Hobbs et al. , 1993 -RRB- .2 We give a brief sketch here to highlight the content of COREF 's representations , the sources of information that COREF uses to construct them , and the demands they place on disambiguation . | Text : sources | Annotation Set : [{'name': 'Source', 'spans': [{'start': 35, 'end': 36, 'text': 'sources'}]}, {'name': 'Theme', 'spans': [{'start': 36, 'end': 44, 'text': 'of information that COREF uses to construct them'}]}]","In general , dialogue coherence is an important source of evidence for all aspects of language , for both human language learning -LRB- Saxton et al. , 2005 -RRB- as well as machine models . | Text : source | Annotation Set : [{'name': 'Source', 'spans': [{'start': 8, 'end': 9, 'text': 'source'}]}, {'name': 'Theme', 'spans': [{'start': 9, 'end': 11, 'text': 'of evidence'}]}, {'name': 'Descriptor', 'spans': [{'start': 7, 'end': 8, 'text': 'important'}]}]","We present these results as a proof-of-concept that contribution tracking provides a source of information that an agent can use to improve its statistical interpretation process . | Text : source | Annotation Set : [{'name': 'Source', 'spans': [{'start': 12, 'end': 13, 'text': 'source'}]}, {'name': 'Theme', 'spans': [{'start': 13, 'end': 15, 'text': 'of information'}]}]",0,0,0,0,0
87,Connectors,228,"Argument values may be variables -LRB- e.g. , e8 , x4 : variables are the only possibility for values of ARG0 -RRB- , constants -LRB- strings such as `` London '' -RRB- , or holes -LRB- e.g. h5 -RRB- , which indicate scopal relationships . | Text : strings | Annotation Set : [{'name': 'Connector', 'spans': [{'start': 25, 'end': 26, 'text': 'strings'}]}]","In particular qeq constraints -LRB- the only type considered here -RRB- indicate that , in the scoped forms , a label must either plug a hole directly or be connected to it via a chain of quantifiers . | Text : chain | Annotation Set : []","Directed link labels are of the form ARG/H , ARG/EQ or ARG/NEQ , where ARG corresponds to an RMRS argument label . | Text : link | Annotation Set : [{'name': 'Connector', 'spans': [{'start': 1, 'end': 2, 'text': 'link'}]}]","By taking the EP with the hole as the origin , we can construct an EP-to-EP graph , using the argument name as a label for the link : of course , such links are asymmetric and thus the graph is directed . | Text : link | Annotation Set : [{'name': 'Connector', 'spans': [{'start': 27, 'end': 28, 'text': 'link'}]}]","Thus we can derive a graph between EPs , such that each link is labelled with an argument position and points to a unique EP . | Text : link | Annotation Set : [{'name': 'Connector', 'spans': [{'start': 12, 'end': 13, 'text': 'link'}]}]",0,0,0,0,0
88,Documents,225,"-LRB- 2005 -RRB- as a a starting point for our approach and also as a competitive baseline because it has been successfully tested in a simi lar setting–it has been applied to multi-document query-focused summarization of news documents . | Text : documents | Annotation Set : [{'name': 'Document', 'spans': [{'start': 37, 'end': 38, 'text': 'documents'}]}]","Given a graph G = -LRB- 5 , E -RRB- , where 5 is the set of all sentences from all input documents , and E is the set of edges representing normalized sentence similarities , Otterbacher et al . | Text : documents | Annotation Set : [{'name': 'Document', 'spans': [{'start': 22, 'end': 23, 'text': 'documents'}]}]","Similarity between sentences is de fined as the cosine of their vector representations : where tfw , s is the frequency of w in sentence s , |S |is the total number of sentences in the docu ments from which sentences are to be extracted , and sfw is the number of sentences which contain the word w -LRB- all words in the documents as well w∈q where tfw , x stands for the number of times w ap pears in x , be it a sentence -LRB- s -RRB- or the query -LRB- q -RRB- . | Text : documents | Annotation Set : [{'name': 'Document', 'spans': [{'start': 63, 'end': 64, 'text': 'documents'}]}]","In defining the relevance to the query , in Equa tion -LRB- 6 -RRB- , words which do not appear in too many sentences in the document collection weigh more . | Text : document | Annotation Set : []","To penalize such words , when computing the relevance to the query , we multiply the relevance score of a given word w with the in verted document frequency of w on the corpus of business summaries Q – idfw , Q : We also replace tfw , s with the indicator function s -LRB- w -RRB- since it has been reported to be more ad equate for sentences , in particular for sentence alignment -LRB- Nelken & Shieber , 2006 -RRB- : Thus , the modified formula we use to compute sentence ranks is as follows : We call these two ranking algorithms that use the formula in -LRB- 2 -RRB- OTTERBACHER and QUERY WEIGHTS , the difference being the way the rel evance to the query is computed : -LRB- 6 -RRB- or -LRB- 9 -RRB- . | Text : document | Annotation Set : []",0,0,0,0,0
89,Event,221,"For consistency , only the people names whose articles occur in Wikipedia where selected as part of seed and test sets . | Text : occur | Annotation Set : [{'name': 'Time', 'spans': [{'start': 3, 'end': 7, 'text': 'only the people names'}]}, {'name': 'Event', 'spans': [{'start': 8, 'end': 9, 'text': 'articles'}]}, {'name': 'Place', 'spans': [{'start': 10, 'end': 21, 'text': 'in Wikipedia where selected as part of seed and test sets'}]}]","Deathdate also tends to occur near the beginning of the article , but almost always some point after the birthdate . | Text : occur | Annotation Set : [{'name': 'Event', 'spans': [{'start': 0, 'end': 1, 'text': 'Deathdate'}]}, {'name': 'Place', 'spans': [{'start': 5, 'end': 11, 'text': 'near the beginning of the article'}]}]","This motivates a second , sequence-based position model based on the rank of the attribute values among other values in the domain of the attribute , as follows : where P -LRB- rankv|A -RRB- is the fraction of biographies having attribute a with the correct value occuring at rank rankv , where rank is measured according to the relative order in which the values belonging to the attribute domain occur from the beginning of the article . | Text : occuring | Annotation Set : [{'name': 'Event', 'spans': [{'start': 43, 'end': 46, 'text': 'the correct value'}]}]","This motivates a second , sequence-based position model based on the rank of the attribute values among other values in the domain of the attribute , as follows : where P -LRB- rankv|A -RRB- is the fraction of biographies having attribute a with the correct value occuring at rank rankv , where rank is measured according to the relative order in which the values belonging to the attribute domain occur from the beginning of the article . | Text : occur | Annotation Set : [{'name': 'Event', 'spans': [{'start': 62, 'end': 69, 'text': 'the values belonging to the attribute domain'}]}, {'name': 'Place', 'spans': [{'start': 70, 'end': 76, 'text': 'from the beginning of the article'}]}]","For example , the distribution of words occuring in a biography of a politician would be different from that of a scientist . | Text : occuring | Annotation Set : [{'name': 'Event', 'spans': [{'start': 8, 'end': 14, 'text': 'in a biography of a politician'}]}]",0,0,0,0,0
90,Sensation,220,< newSection > 1 Introduction An automatic speech recognition -LRB- ASR -RRB- system consists of acoustic models of speech sounds and of a statistical language model -LRB- LM -RRB- . | Text : sounds | Annotation Set : [],The query selection scheme proposed in this paper is economical in the sense that it strives to download as much relevant text from the web as possible using as few queries as possible avoiding overlap between the set of pages found by different queries . | Text : sense | Annotation Set : [],"The results are consistent in the sense that the web mixture models outperform the in-domain models , and augmentation helps more with larger models . | Text : sense | Annotation Set : []","This is to be expected as they are rules which hold in specific contexts , but difficult to be captured by a sense distinction of the lexical items involved . | Text : sense | Annotation Set : []","Of course at this moment due to the lack of sense disambiguation , our method introduces lots of rules that are not correct . | Text : sense | Annotation Set : []",0,0,0,0,0
91,Reliance,219,"The whole prototype relies on one hand on lexical resources -LRB- two monolingual and one bilingual -RRB- and on a set of bilingual Lexeme Formation Rules -LRB- LFR -RRB- . | Text : relies | Annotation Set : [{'name': 'Means', 'spans': [{'start': 4, 'end': 7, 'text': 'on one hand'}]}, {'name': 'Protagonist', 'spans': [{'start': 0, 'end': 3, 'text': 'The whole prototype'}]}]","Consequently , the whole system relies on the quality of both the lexical resources and the LFR . | Text : relies | Annotation Set : [{'name': 'Degree', 'spans': [{'start': 0, 'end': 1, 'text': 'Consequently'}]}]","Our MT prototype relies on lexical resources : it aims at dealing with unknown words that are not in a Reference lexicon and these unknown words are analyzed with lexical material that is in this lexicon . | Text : relies | Annotation Set : [{'name': 'Protagonist', 'spans': [{'start': 0, 'end': 3, 'text': 'Our MT prototype'}]}]","Together with the word glosses and other resources , the discourse level clues helped to guide users to make better lexical choices than when they made corrections without the full system , relying on sentence coherence alone . | Text : relying | Annotation Set : []",One is domain dependency . | Text : dependency | Annotation Set : [],0,0,0,0,0
92,Working_on,217,This may indicate that the set of stop words may be very genre specific – a hypothesis we will test in future work . | Text : work | Annotation Set : [],We will test this in future work . | Text : work | Annotation Set : [],The integration of the cluster-based WSD method into a real SMT system and the evaluation of its impact on translation quality constitute the main perspectives of the work presented in this article and the object of future work . | Text : work | Annotation Set : [],The integration of the cluster-based WSD method into a real SMT system and the evaluation of its impact on translation quality constitute the main perspectives of the work presented in this article and the object of future work . | Text : work | Annotation Set : [],"Although the bulk of previous work has been devoted to the disambiguation problem1 , there are good reasons to believe that sense induction may be able to overcome some of the issues associated with WSD . | Text : work | Annotation Set : []",0,0,0,0,0
93,Predicament,214,"To better understand these problems and identify areas class labels , where - denotes a non-error , FL denotes a filler , E generally denotes reparanda , and RC and NC indicate rough copy and non-copy speaker errors , respectively . | Text : problems | Annotation Set : [{'name': 'Situation', 'spans': [{'start': 4, 'end': 5, 'text': 'problems'}]}]","Spreading neighborhood expansion reduces the search errors and improves BLEU score significantly but search errors remain a problem . | Text : problem | Annotation Set : [{'name': 'Situation', 'spans': [{'start': 13, 'end': 15, 'text': 'search errors'}]}]","< newSection > 1 Introduction In dialogue , the basic problem of interpretation is to identify the contribution a speaker is making to the conversation . | Text : problem | Annotation Set : [{'name': 'Situation', 'spans': [{'start': 10, 'end': 11, 'text': 'problem'}]}]","In principle , the problem of pragmatic interpretation is qualitatively no different from the many problems that have been tackled successfully by data-driven models in NLP . | Text : problem | Annotation Set : [{'name': 'Situation', 'spans': [{'start': 4, 'end': 5, 'text': 'problem'}]}]","In principle , the problem of pragmatic interpretation is qualitatively no different from the many problems that have been tackled successfully by data-driven models in NLP . | Text : problems | Annotation Set : [{'name': 'Cause', 'spans': [{'start': 16, 'end': 26, 'text': 'that have been tackled successfully by data-driven models in NLP'}]}, {'name': 'Situation', 'spans': [{'start': 15, 'end': 16, 'text': 'problems'}]}]",0,0,0,0,0
94,Grant_permission,212,"But this simplicity will allow us to try and experiment different ideas for making a better use of the sentence structures in the alignment process . | Text : allow | Annotation Set : [{'name': 'Grantee', 'spans': [{'start': 5, 'end': 6, 'text': 'us'}]}, {'name': 'Grantor', 'spans': [{'start': 2, 'end': 3, 'text': 'simplicity'}]}]","The three most common types of graphical models -LRB- Factor Graphs , Bayesian Network and Markov Network -RRB- share the same purpose : intuitively , they allow to represent the dependencies among random variables ; mathematically , they represent a factorization of the joint probability of these variables . | Text : allow | Annotation Set : [{'name': 'Grantor', 'spans': [{'start': 25, 'end': 26, 'text': 'they'}]}, {'name': 'Action', 'spans': [{'start': 27, 'end': 34, 'text': 'to represent the dependencies among random variables'}]}]","As a short example , let us consider a problem classically used to introduce Bayesian Network . | Text : let | Annotation Set : [{'name': 'Grantee', 'spans': [{'start': 6, 'end': 7, 'text': 'us'}]}, {'name': 'Grantor', 'spans': [{'start': 0, 'end': 4, 'text': 'As a short example'}]}, {'name': 'Action', 'spans': [{'start': 7, 'end': 16, 'text': 'consider a problem classically used to introduce Bayesian Network'}]}]","Considering only one-to-one alignments can be seen as a limitation compared to others models that can often produce at least one-to-many alignments , but on the good side , this allow the monolink model to be nicely symmetric . | Text : allow | Annotation Set : [{'name': 'Grantor', 'spans': [{'start': 29, 'end': 30, 'text': 'this'}]}, {'name': 'Action', 'spans': [{'start': 31, 'end': 34, 'text': 'the monolink model'}]}]","Additionally , as already argued in -LRB- Melamed , 2000 -RRB- , there are ways to determine the boundaries of some multi-words phrases -LRB- Melamed , 2002 -RRB- , allowing to treat several words as a single token . | Text : allowing | Annotation Set : [{'name': 'Grantor', 'spans': [{'start': 14, 'end': 15, 'text': 'ways'}]}, {'name': 'Action', 'spans': [{'start': 30, 'end': 38, 'text': 'to treat several words as a single token'}]}]",0,0,0,0,0
95,Supply,211,"However , this results in a very skewed class distribution because the next speaker is the intended addressee 41 % of the time , and 38 % of instances are plural - the 3Addressee annotations are not provided for some dialogue act types - see -LRB- Jovanovic et al. , 2006b -RRB- . | Text : provided | Annotation Set : [{'name': 'Supplier', 'spans': [{'start': 32, 'end': 35, 'text': 'the 3Addressee annotations'}]}, {'name': 'Theme', 'spans': [{'start': 38, 'end': 43, 'text': 'for some dialogue act types'}]}]","< newSection > 4 Visual Information We derived per-utterance visual features from the Focus Of Attention -LRB- FOA -RRB- annotations provided by the AMI corpus . | Text : provided | Annotation Set : [{'name': 'Supplier', 'spans': [{'start': 21, 'end': 25, 'text': 'by the AMI corpus'}]}, {'name': 'Theme', 'spans': [{'start': 19, 'end': 20, 'text': 'annotations'}]}]","Dialogue act features provide useful information as well . | Text : provide | Annotation Set : [{'name': 'Supplier', 'spans': [{'start': 0, 'end': 3, 'text': 'Dialogue act features'}]}, {'name': 'Theme', 'spans': [{'start': 4, 'end': 6, 'text': 'useful information'}]}]","Advantages of the SSR data include As reconstructions are sometimes nondeterministic -LRB- illustrated in EX6 in Section 1.1 -RRB- , the SSR provides two manual reconstructions for each utterance in the data . | Text : provides | Annotation Set : [{'name': 'Supplier', 'spans': [{'start': 20, 'end': 22, 'text': 'the SSR'}]}, {'name': 'Theme', 'spans': [{'start': 23, 'end': 26, 'text': 'two manual reconstructions'}]}]","However , to take advantage of the double reconstruction annotations provided in SSR -LRB- and more importantly , in recognition of the occasional ambiguities of reconstruction -RRB- we modified these calculations slightly as shown below . | Text : provided | Annotation Set : [{'name': 'Theme', 'spans': [{'start': 6, 'end': 10, 'text': 'the double reconstruction annotations'}]}]",0,0,0,0,0
96,People_by_origin,211,"German parse quality is considered to be worse than English parse quality , and the annotation style is different , e.g. , NP structure in German is flatter . | Text : English | Annotation Set : [{'name': 'Person', 'spans': [{'start': 9, 'end': 10, 'text': 'English'}]}]","German parse quality is considered to be worse than English parse quality , and the annotation style is different , e.g. , NP structure in German is flatter . | Text : German | Annotation Set : [{'name': 'Person', 'spans': [{'start': 25, 'end': 26, 'text': 'German'}]}]","We conduct our research in the framework of N-best parse reranking , but apply it to bitext and add only features based on syntactic projection from German to English . | Text : English | Annotation Set : [{'name': 'Person', 'spans': [{'start': 28, 'end': 29, 'text': 'English'}]}]","The system takes as input -LRB- i -RRB- English sentences with a list of automatically generated syntactic parses , -LRB- ii -RRB- a translation of the English sentences into German , -LRB- iii -RRB- an automatically generated parse of the German translation , and -LRB- iv -RRB- an automatically generated word alignment . | Text : English | Annotation Set : [{'name': 'Person', 'spans': [{'start': 8, 'end': 9, 'text': 'English'}]}]","The system takes as input -LRB- i -RRB- English sentences with a list of automatically generated syntactic parses , -LRB- ii -RRB- a translation of the English sentences into German , -LRB- iii -RRB- an automatically generated parse of the German translation , and -LRB- iv -RRB- an automatically generated word alignment . | Text : German | Annotation Set : [{'name': 'Person', 'spans': [{'start': 29, 'end': 30, 'text': 'German'}]}]",0,0,0,0,0
97,Participation,208,It involves a very complex distortion model -LRB- here and in subsequent usages `` dis-tortion '' will be a generic term for the reordering of the words occurring in the translation process -RRB- with many parameters that make it very complex to train . | Text : involves | Annotation Set : [],"The paper presents four experiments that aim at improving parsing performance of coordinate structures : the first experiment involves reranking of n-best parses produced by a PCFG parser , the second experiment enriches the input to a PCFG parser by offering gold pre-bracketings for any coordinate structures that occur in the sentence . | Text : involves | Annotation Set : []","More specifically , it is the observation that coordination involves two or more constituents of the same categories . | Text : involves | Annotation Set : []","For example , due to constituent fronting to clause-initial position in German verb-second main clauses , cases of nonconstituent conjunction can involve any two NPs -LRB- including the subject -RRB- of a ditransitive verb to the exclusion of the third NP complement that appears in clause-initial position . | Text : involve | Annotation Set : [{'name': 'Participant_1', 'spans': [{'start': 3, 'end': 20, 'text': 'due to constituent fronting to clause-initial position in German verb-second main clauses , cases of nonconstituent conjunction'}]}, {'name': 'Event', 'spans': [{'start': 22, 'end': 47, 'text': 'any two NPs -LRB- including the subject -RRB- of a ditransitive verb to the exclusion of the third NP complement that appears in clause-initial position'}]}]","Such cases of subject gap coordination are frequently found in text corpora -LRB- cf. -LRB- 4 -RRB- below -RRB- and involve conjunction of a full verb-second clause with a VP whose subject is identical to the subject in the first conjunct . | Text : involve | Annotation Set : [{'name': 'Event', 'spans': [{'start': 21, 'end': 41, 'text': 'conjunction of a full verb-second clause with a VP whose subject is identical to the subject in the first conjunct'}]}]",0,0,0,0,0
98,Roadways,207,"The second term represents , loosely speaking , the probability of a surfer randomly jumping to any node , e.g. without following any paths on the graph . | Text : paths | Annotation Set : [{'name': 'Roadway', 'spans': [{'start': 23, 'end': 24, 'text': 'paths'}]}]","Such a subgraph is called a `` disambigua-tion subgraph '' GD , and it is built in the following way . | Text : way | Annotation Set : [{'name': 'Roadway', 'spans': [{'start': 19, 'end': 20, 'text': 'way'}]}]","Each run of the BFS calculates the minimum distance paths between vi and the rest of concepts of GKB . In particular , we are interested in the minimum distance paths between vi and the concepts associated to the rest of the words in the context , vj E Uj= , 4i Conceptsj . | Text : paths | Annotation Set : [{'name': 'Roadway', 'spans': [{'start': 9, 'end': 10, 'text': 'paths'}]}]","Each run of the BFS calculates the minimum distance paths between vi and the rest of concepts of GKB . In particular , we are interested in the minimum distance paths between vi and the concepts associated to the rest of the words in the context , vj E Uj= , 4i Conceptsj . | Text : paths | Annotation Set : [{'name': 'Roadway', 'spans': [{'start': 30, 'end': 31, 'text': 'paths'}]}]","Let mdpvi be the set of these shortest paths . | Text : paths | Annotation Set : [{'name': 'Roadway', 'spans': [{'start': 8, 'end': 9, 'text': 'paths'}]}]",0,0,0,0,0
99,Expectation,193,"In order to determine the features used for predicting which sentences are the sources for story highlights , we gathered statistics from 1 , 200 CNN newswire articles . | Text : predicting | Annotation Set : [{'name': 'Phenomenon', 'spans': [{'start': 9, 'end': 17, 'text': 'which sentences are the sources for story highlights'}]}]","Over the entire set , such phrases become significant . | Text : entire | Annotation Set : [{'name': 'Entity', 'spans': [{'start': 3, 'end': 4, 'text': 'set'}]}]","AURUM has two types of features : sentence features , such as the position of the sentence or the existence of a negation word , receive the same value for the entire sentence . | Text : entire | Annotation Set : [{'name': 'Entity', 'spans': [{'start': 32, 'end': 33, 'text': 'sentence'}]}]","As to be expected , AURUM-fixed achieves higher precision gains , while AURUM-thresh achieves higher recall gains . | Text : expected | Annotation Set : []","The belief bi -LRB- x -RRB- is expected to converge to the marginal probability -LRB- or an approximation of it -RRB- of Vi taking the value x . An interesting point to note is that each message can be `` scaled '' -LRB- that is , multiplied by a constant -RRB- by any factor at any point without changing the result of the algorithm . | Text : expected | Annotation Set : [{'name': 'Phenomenon', 'spans': [{'start': 0, 'end': 3, 'text': 'The belief bi'}]}]",0,0,0,0,0
